,Unnamed: 0.1,country,icaoCodes,airFieldName,latitude,longitude,ddLatitude,ddLongitude,airportUse,runwayOneDimensions,runwayOneSurface,runwayTwoDimensions,runwayTwoSurface,runwayThreeDimensions,runwayThreeSurface,runwayFourDimensions,runwayFourSurface,capableCOneThirtyCSeventeen,weatherLink
698,698,AU,YWUD,Wudinna Airport,S33.2.60',E135.26.83',-33.03333333,135.43333330000002, Public,4954 x 98feet,Hard,3081 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YWUD
699,699,AU,YWYA,Wyandra Airport,S27.16.00',E145.59.40',-27.26666667,145.9833333,Private,,,,,,,,,No,https://www.getmetar.com/YWYA
700,700,AU,YWYF,Wycheproof Airport,S36.3.53',E143.14.60',-36.05,143.2333333, Public,,,,,,,,,No,https://www.getmetar.com/YWYF
701,701,AU,YWYM,Wyndham Airport,S15.30.68',E128.9.18',-15.5,128.15, Public,5272 x 59feet,Hard,3287 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWYM
702,702,AU,YWYY,Wynyard Airport,S40.59.93',E145.43.87',-40.98333333,145.7166667, Public,5413 x 98feet,Hard,2516 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWYY
703,703,AU,YWYR,Wyreema Airport,S27.40.05',E151.51.27',-27.66666667,151.85,Private,,,,,,,,,No,https://www.getmetar.com/YWYR
704,704,AU,YYMI,Yam Island Airport,S9.53.90',E142.46.30',-9.883333333,142.7666667,Private,,,,,,,,,No,https://www.getmetar.com/YYMI
705,705,AU,YYRN,Yamarna Airport,S28.9.30',E123.40.50',-28.15,123.6666667, Public,,,,,,,,,No,https://www.getmetar.com/YYRN
706,706,AU,YYRM,Yarram Airport,S38.34.05',E146.45.27',-38.56666667,146.75, Public,,,,,,,,,No,https://www.getmetar.com/YYRM
707,707,AU,YYWG,Yarrawonga Airport,S36.1.83',E146.1.67',-36.01666667,146.0166667, Public,3750 x 76feet,Hard,,,,,,,Yes,https://www.getmetar.com/YYWG
708,708,AU,YYKI,Yorke Island Airport,S9.45.20',E143.24.30',-9.75,143.4, Public,,,,,,,,,No,https://www.getmetar.com/YYKI
709,709,AU,YYNG,Young Airport,S34.15.33',E148.14.88',-34.25,148.2333333, Public,4003 x 60feet,Hard,,,,,,,Yes,https://www.getmetar.com/YYNG
710,710,AU,YYND,Yuendumu Airport,S22.15.20',E131.46.90',-22.25,131.7666667,Private,4724 x 60feet,Hard,,,,,,,Yes,https://www.getmetar.com/YYND
711,711,AU,YCOM,,,,0.0,0.0,,,,,,,,,,No,https://www.getmetar.com/YCOM
712,0,BD,VGBR,Barishal Airport,N22.47.94',E90.18.07',22.78333333,90.3, Public,6001 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGBR
713,1,BD,VGBG,Bogura Airport,N24.51.98',E89.19.02',24.85,89.31666667, Public,3000 x 100feet,Hard,,,,,,,No,https://www.getmetar.com/VGBG
714,2,BD,VGCB,Coxs Bazar Airport,N21.26.97',E91.57.89',21.43333333,91.95, Public,6700 x 125feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGCB
715,3,BD,VGCM,Cumilla Stolport Airport,N23.26.26',E91.11.37',23.43333333,91.18333333, Public,,,,,,,,,No,https://www.getmetar.com/VGCM
716,4,BD,VGTJ,Dhaka Tejgaon Airport,N23.46.69',E90.22.96',23.76666667,90.36666667, Public,8800 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGTJ
717,5,BD,VGHS,Hazrat Shahjalal International Airport,N23.50.60',E90.23.87',23.83333333,90.38333333, Public,10499 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGHS
718,6,BD,VGIS,Ishurdi Airport,N24.9.16',E89.2.97',24.15,89.03333333, Public,4700 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGIS
719,7,BD,VGJR,Jashore Airport,N23.11.03',E89.9.65',23.18333333,89.15, Public,7999 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGJR
720,8,BD,VGSY,Osmani International Sylhet Airport,N24.57.68',E91.52.30',24.95,91.86666667, Public,10253 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGSY
721,9,BD,VGSD,Saidpur Airport,N25.45.75',E88.54.46',25.75,88.9, Public,6001 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGSD
722,10,BD,VGEG,Shah Amanat International Airport,N22.15.42',E91.49.33',22.25,91.81666667, Public,9646 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGEG
723,11,BD,VGRJ,Shah Mokhdum Airport,N24.26.24',E88.36.99',24.43333333,88.6, Public,6001 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VGRJ
724,12,BD,VGSH,Shamshernagar Stol Port Airport,N24.23.93',E91.55.01',24.38333333,91.91666667, Public,,,,,,,,,No,https://www.getmetar.com/VGSH
725,13,BD,VGSG,Thakurgaon Airport,N26.0.00',E88.23.00',26.0,88.38333333, Public,,,,,,,,,No,https://www.getmetar.com/VGSG
726,0,KH,VDBG,Battambang Airport,N13.5.73',E103.13.46',13.083333333333336,103.21666666666668, Public,5165 x 112feet,Hard,,,,,,,Yes,https://www.getmetar.com/VDBG
727,1,KH,VDKH,Kampong Chhnang Airport,N12.15.27',E104.33.87',12.25,104.55, Public,7874 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/VDKH
728,2,KH,VDKK,Koh Kong Airport,N11.36.78',E102.59.85',11.6,102.98333333333332, Public,4265 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/VDKK
729,3,KH,VDMK,Mondulkiri Airport,N12.27.77',E107.11.20',12.45,107.18333333333334, Public,3281 x 75feet,Soft,,,,,,,No,https://www.getmetar.com/VDMK
730,4,KH,VDPP,Phnom Penh International Airport,N11.32.80',E104.50.65',11.533333333333333,104.83333333333331, Public,9842 x 131feet,Hard,,,,,,,Yes,https://www.getmetar.com/VDPP
731,5,KH,VDRK,Ratanakiri Airport,N13.43.87',E106.59.02',13.716666666666667,106.98333333333332, Public,4262 x 98feet,Unknown,,,,,,,No,https://www.getmetar.com/VDRK
732,6,KH,VDSR,Siem Reap International Airport,N13.24.65',E103.48.73',13.4,103.8, Public,8366 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VDSR
733,7,KH,VDSV,Sihanouk International Airport,N10.34.48',E103.38.05',10.566666666666666,103.63333333333334, Public,8202 x 112feet,Hard,,,,,,,Yes,https://www.getmetar.com/VDSV
734,8,KH,VDST,Stung Treng Airport,N13.31.88',E106.0.85',13.516666666666667,106.0, Public,4265 x 95feet,Hard,,,,,,,Yes,https://www.getmetar.com/VDST
735,0,CN,ZBOW,Baotou Donghe Airport,N40.33.50',E110.0.00',40.55,110.0, Public,,,,,,,,,No,https://www.getmetar.com/ZBOW
736,1,CN,RCMT,Beigan Airport,N26.13.45',E120.0.17',26.216666666666665,120.0, Public,3773 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/RCMT
737,2,CN,ZBAA,Beijing Capital Airport,N40.4.40',E116.35.90',40.06666666666667,116.58333333333331, Public,12467 x 197feet,Hard,12467 x 197feet,Unknown,10499 x 164feet,Unknown,,,Yes,https://www.getmetar.com/ZBAA
738,3,CN,ZBAD,Beijing Daxing Airport,N39.30.00',E116.24.00',39.5,116.4, Public,,,,,,,,,No,https://www.getmetar.com/ZBAD
739,4,CN,ZYCC,Changchun Longjia Airport,N43.59.90',E125.41.30',43.98333333333333,125.68333333333334, Public,10499 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYCC
740,5,CN,ZGCD,Changde Airport,N28.55.20',E111.38.30',28.91666666666667,111.63333333333334, Public,,,,,,,,,No,https://www.getmetar.com/ZGCD
741,6,CN,ZGHA,Changsha Huanghua Airport,N28.11.40',E113.13.10',28.18333333333333,113.21666666666668, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZGHA
742,7,CN,ZSCG,Changzhou Benniu Airport,N31.55.10',E119.46.60',31.91666666666667,119.76666666666668, Public,,,,,,,,,No,https://www.getmetar.com/ZSCG
743,8,CN,ZUUU,Chengdu Shuangliu Airport,N30.34.80',E103.56.90',30.566666666666666,103.93333333333334, Public,11811 x 197feet,Hard,11811 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZUUU
744,9,CN,ZUTF,Chengdu Tianfu Airport,N30.17.40',E104.26.60',30.28333333333333,104.43333333333334, Public,,,,,,,,,No,https://www.getmetar.com/ZUTF
745,10,CN,ZUCK,Chongqing Jiangbei Airport,N29.43.20',E106.38.40',29.716666666666665,106.63333333333334, Public,11811 x 148feet,Hard,10499 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZUCK
746,11,CN,ZYTL,Dalian Zhoushuizi Airport,N38.58.00',E121.32.40',38.96666666666667,121.53333333333332, Public,10827 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYTL
747,12,CN,ZBDT,Datong Yungang Airport,N40.3.70',E113.29.00',40.05,113.48333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZBDT
748,13,CN,ZUDX,Dazhou Heshi Airport,N31.7.93',E107.25.80',31.11666666666667,107.41666666666669, Public,,,,,,,,,No,https://www.getmetar.com/ZUDX
749,14,CN,ZPMS,Dehong Mangshi Airport,N24.24.00',E98.32.00',24.4,98.53333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZPMS
750,15,CN,ZLDH,Dunhuang Mogao Airport,N40.9.80',E94.48.60',40.15,94.8, Public,,,,,,,,,No,https://www.getmetar.com/ZLDH
751,16,CN,ZHES,Enshi Xujiaping Airport,N30.19.30',E109.29.20',30.316666666666666,109.48333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZHES
752,17,CN,ZBER,Erenhot Saiwusu Airport,N43.25.50',E112.5.60',43.41666666666666,112.08333333333331, Public,,,,,,,,,No,https://www.getmetar.com/ZBER
753,18,CN,ZSFZ,Fuzhou Changle Airport,N25.56.00',E119.39.90',25.93333333333333,119.65, Public,11812 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSFZ
754,19,CN,ZGGG,Guangzhou Baiyun Airport,N23.23.60',E113.18.50',23.38333333333333,113.3, Public,12467 x 197feet,Hard,11811 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZGGG
755,20,CN,ZGKL,Guilin Liangjiang Airport,N25.13.00',E110.2.30',25.216666666666665,110.03333333333332, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZGKL
756,21,CN,ZUGY,Guiyang Longdongbao Airport,N26.32.20',E106.48.00',26.53333333333333,106.8, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZUGY
757,22,CN,ZJHK,Haikou Meilan Airport,N19.56.00',E110.27.60',19.933333333333334,110.45, Public,11811 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZJHK
758,23,CN,ZSHC,Hangzhou Xiaoshan Airport,N30.13.70',E120.26.00',30.216666666666665,120.43333333333334, Public,11812 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSHC
759,24,CN,ZYHB,Harbin Taiping Airport,N45.37.50',E126.15.10',45.61666666666667,126.25, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYHB
760,25,CN,ZSOF,Hefei Xinqiao Airport,N31.59.20',E116.58.50',31.98333333333333,116.96666666666668, Public,9843 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSOF
761,26,CN,ZBHH,Hohhot Baita Airport,N40.50.90',E111.49.40',40.833333333333336,111.81666666666666, Public,11811 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZBHH
762,27,CN,ZWTN,Hotan Hotan Airport,N37.2.40',E79.51.70',37.03333333333333,79.85, Public,10499 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZWTN
763,28,CN,ZSSH,Huaian Lianshui Airport,N33.47.40',E119.7.40',33.78333333333333,119.11666666666666, Public,,,,,,,,,No,https://www.getmetar.com/ZSSH
764,29,CN,ZSTX,Huangshan Tunxi Airport,N29.44.10',E118.15.30',29.73333333333333,118.25, Public,8531 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSTX
765,30,CN,ZBLA,Hulunbeier Hailar Airport,N49.12.30',E119.49.60',49.2,119.81666666666666, Public,9186 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZBLA
766,31,CN,ZYJM,Jiamusi Jiamusi Airport,N46.50.50',E130.27.90',46.83333333333334,130.45, Public,8202 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYJM
767,32,CN,ZLJQ,Jiayuguan Airport,N39.51.50',E98.20.40',39.85,98.33333333333331, Public,,,,,,,,,No,https://www.getmetar.com/ZLJQ
768,33,CN,ZGOW,Jieyang Chaoshan Airport,N23.33.20',E116.30.10',23.55,116.5, Public,9186 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZGOW
769,34,CN,ZSJN,Jinan Yaoqiang Airport,N36.51.50',E117.12.90',36.85,117.2, Public,11811 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSJN
770,35,CN,ZWSH,Kashi Kashi Airport,N39.32.70',E76.1.30',39.53333333333333,76.01666666666667, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZWSH
771,36,CN,RCBS,Kinmen Airport,N24.25.73',E118.21.67',24.41666666666667,118.35, Public,9856 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/RCBS
772,37,CN,ZPPP,Kunming Changshui Airport,N25.6.30',E102.56.50',25.1,102.93333333333334, Public,14764 x 197feet,Hard,13123 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZPPP
773,38,CN,ZWKC,Kuqa Qiuci Airport,N41.40.60',E82.52.30',41.66666666666666,82.86666666666666, Public,,,,,,,,,No,https://www.getmetar.com/ZWKC
774,39,CN,ZLLL,Lanzhou Zhongchuan Airport,N36.30.90',E103.37.20',36.5,103.61666666666666, Public,11811 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZLLL
775,40,CN,ZULS,Lhasa Gonggar Airport,N29.17.80',E90.54.70',29.28333333333333,90.9, Public,13123 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZULS
776,41,CN,ZPLJ,Lijiang Sanyi Airport,N26.40.70',E100.14.80',26.66666666666667,100.23333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZPLJ
777,42,CN,ZSLY,Linyi Qiyang Airport,N35.2.90',E118.24.80',35.03333333333333,118.4, Public,,,,,,,,,No,https://www.getmetar.com/ZSLY
778,43,CN,VMMC,Macao International Airport,N22.8.97',E113.35.48',22.13333333333333,113.58333333333331, Public,11024 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VMMC
779,44,CN,ZBMZ,Manzhouli Xijiao Airport,N49.33.90',E117.20.00',49.55,117.33333333333331, Public,9186 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZBMZ
780,45,CN,RCFG,Matsu Nangan Airport,N26.9.58',E119.57.50',26.15,119.95, Public,5180 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/RCFG
781,46,CN,ZGMX,Meizhou Meixian Airport,N24.16.00',E116.5.90',24.266666666666666,116.08333333333331, Public,,,,,,,,,No,https://www.getmetar.com/ZGMX
782,47,CN,ZYMD,Mudanjiang Hailang Airport,N44.31.40',E129.34.20',44.51666666666666,129.56666666666666, Public,8530 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYMD
783,48,CN,ZSCN,Nanchang Changbei Airport,N28.51.80',E115.54.00',28.85,115.9, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSCN
784,49,CN,ZSNJ,Nanjing Lukou Airport,N31.44.60',E118.51.80',31.73333333333333,118.85, Public,11812 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSNJ
785,50,CN,ZGNN,Nanning Wuxu Airport,N22.36.60',E108.10.40',22.6,108.16666666666669, Public,10499 x 197feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZGNN
786,51,CN,ZSNT,Nantong Xingdong Airport,N32.4.10',E120.58.90',32.06666666666667,120.96666666666668, Public,,,,,,,,,No,https://www.getmetar.com/ZSNT
787,52,CN,ZSNB,Ningbo Lishe Airport,N29.49.60',E121.27.80',29.816666666666666,121.45, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSNB
788,53,CN,ZBDS,Ordos Ejin Horo Airport,N39.29.40',E109.51.90',39.48333333333333,109.85, Public,,,,,,,,,No,https://www.getmetar.com/ZBDS
789,54,CN,ZSQD,Qingdao Liuting Airport,N36.15.90',E120.22.40',36.25,120.36666666666666, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSQD
790,55,CN,ZBDH,Qinhuangdao Beidaihe Airport,N39.39.90',E119.3.60',39.65,119.05, Public,,,,,,,,,No,https://www.getmetar.com/ZBDH
791,56,CN,ZJQH,Qionghai Boao Airport,N19.8.30',E110.27.20',19.133333333333333,110.45, Public,,,,,,,,,No,https://www.getmetar.com/ZJQH
792,57,CN,ZYQQ,Qiqihar Sanjiazi Airport,N47.14.30',E123.55.00',47.23333333333333,123.91666666666669, Public,8516 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYQQ
793,58,CN,ZSQZ,Quanzhou Jinjiang Airport,N24.47.90',E118.35.30',24.78333333333333,118.58333333333331, Public,8530 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSQZ
794,59,CN,ZJSY,Sanya Phoenix Airport,N18.18.10',E109.24.80',18.3,109.4, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZJSY
795,60,CN,ZSSS,Shanghai Hongqiao Airport,N31.11.80',E121.20.10',31.18333333333333,121.33333333333331, Public,11155 x 148feet,Hard,10827 x 197feet,Unknown,,,,,Yes,https://www.getmetar.com/ZSSS
796,61,CN,ZSPD,Shanghai Pudong Airport,N31.8.70',E121.47.60',31.13333333333333,121.78333333333332, Public,13124 x 197feet,Hard,12467 x 197feet,Unknown,11155 x 197feet,Unknown,,,Yes,https://www.getmetar.com/ZSPD
797,62,CN,ZYTX,Shenyang Taoxian Airport,N41.38.50',E123.29.10',41.63333333333333,123.48333333333332, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYTX
798,63,CN,ZGSZ,Shenzhen Baoan Airport,N22.38.30',E113.48.70',22.63333333333333,113.8, Public,12467 x 197feet,Hard,11155 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZGSZ
799,64,CN,ZBSJ,Shijiazhuang Zhengding Airport,N38.16.90',E114.41.90',38.266666666666666,114.68333333333334, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZBSJ
800,65,CN,ZBYN,Taiyuan Wusu Airport,N37.44.90',E112.37.80',37.73333333333333,112.61666666666666, Public,11811 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZBYN
801,66,CN,ZBTJ,Tianjin Binhai Airport,N39.7.40',E117.20.70',39.11666666666667,117.33333333333331, Public,11811 x 164feet,Hard,10499 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZBTJ
802,67,CN,ZUTR,Tongren Fenghuang Airport,N27.53.00',E109.18.50',27.88333333333333,109.3, Public,,,,,,,,,No,https://www.getmetar.com/ZUTR
803,68,CN,ZWTL,Turpan Jiaohe Airport,N43.1.80',E89.6.00',43.01666666666666,89.1, Public,,,,,,,,,No,https://www.getmetar.com/ZWTL
804,69,CN,ZWWW,Urumqi Diwopu Airport,N43.54.50',E87.28.50',43.9,87.46666666666668, Public,11811 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZWWW
805,70,CN,ZUWX,Wanzhou Wuqiao Airport,N30.48.20',E108.25.90',30.8,108.41666666666669, Public,,,,,,,,,No,https://www.getmetar.com/ZUWX
806,71,CN,ZSWH,Weihai Dashuipo Airport,N37.11.30',E122.13.80',37.18333333333333,122.21666666666668, Public,8530 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSWH
807,72,CN,ZSWZ,Wenzhou Longwan Airport,N27.54.60',E120.51.20',27.9,120.85, Public,7874 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSWZ
808,73,CN,ZHHH,Wuhan Tianhe Airport,N30.47.10',E114.12.40',30.78333333333333,114.2, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZHHH
809,74,CN,ZSWX,Wuxi Shuofang Airport,N31.29.60',E120.25.70',31.48333333333333,120.41666666666669, Public,,,,,,,,,No,https://www.getmetar.com/ZSWX
810,75,CN,ZLXY,XiAn Xianyang Airport,N34.26.70',E108.45.00',34.43333333333333,108.75, Public,12470 x 197feet,Hard,9843 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/ZLXY
811,76,CN,ZSAM,Xiamen Gaoqi Airport,N24.32.70',E118.7.60',24.53333333333333,118.11666666666666, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSAM
812,77,CN,ZUXC,Xichang Qingshan Airport,N27.59.40',E102.11.00',27.98333333333333,102.18333333333334, Public,11811 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZUXC
813,78,CN,ZLXN,Xining Caojiapu Airport,N36.31.90',E102.2.30',36.516666666666666,102.03333333333332, Public,12467 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZLXN
814,79,CN,ZUZY,Xinzhou Airport,N27.48.60',E107.14.70',27.8,107.23333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZUZY
815,80,CN,ZPJH,Xishuangbanna Gasa Airport,N21.58.50',E100.45.70',21.966666666666665,100.75, Public,7874 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZPJH
816,81,CN,ZSXZ,Xuzhou Guanyin Airport,N34.3.50',E117.33.30',34.05,117.55, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSXZ
817,82,CN,ZSYN,Yancheng Nanyang Airport,N33.25.50',E120.12.10',33.416666666666664,120.2, Public,7218 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSYN
818,83,CN,ZSYA,Yangzhou Taizhou Airport,N32.33.70',E119.43.10',32.55,119.71666666666668, Public,,,,,,,,,No,https://www.getmetar.com/ZSYA
819,84,CN,ZYYJ,Yanji Chaoyangchuan Airport,N42.52.90',E129.27.00',42.86666666666667,129.45, Public,8531 x 147feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZYYJ
820,85,CN,ZSYT,Yantai Penglai Airport,N37.39.70',E120.58.70',37.65,120.96666666666668, Public,10499 x 164feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZSYT
821,86,CN,ZHYC,Yichang Sanxia Airport,N30.33.30',E111.28.90',30.55,111.46666666666668, Public,,,,,,,,,No,https://www.getmetar.com/ZHYC
822,87,CN,ZLIC,Yinchuan Hedong Airport,N38.19.20',E106.23.60',38.31666666666667,106.38333333333334, Public,10499 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZLIC
823,88,CN,ZSYW,Yiwu Yiwu Airport,N29.20.60',E120.2.00',29.33333333333333,120.03333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZSYW
824,89,CN,ZLYL,Yulin Yuyang Airport,N38.21.60',E109.35.60',38.35,109.58333333333331, Public,,,,,,,,,No,https://www.getmetar.com/ZLYL
825,90,CN,ZBYC,Yuncheng Zhangxiao Airport,N35.7.10',E111.2.00',35.11666666666667,111.03333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZBYC
826,91,CN,ZLYS,Yushu Airport,N32.50.18',E97.2.18',32.833333333333336,97.03333333333332, Public,,,,,,,,,No,https://www.getmetar.com/ZLYS
827,92,CN,ZGDY,Zhangjiajie Hehua Airport,N29.6.10',E110.26.70',29.1,110.43333333333334, Public,8530 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZGDY
828,93,CN,ZHCC,Zhengzhou Xinzhheng Airport,N34.31.10',E113.50.40',34.516666666666666,113.83333333333331, Public,11155 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZHCC
829,94,CN,ZSZS,Zhoushan Putuoshan Airport,N29.56.10',E122.21.80',29.93333333333333,122.35, Public,,,,,,,,,No,https://www.getmetar.com/ZSZS
830,95,CN,ZGSD,Zhuhai Jinwan Airport,N22.0.50',E113.22.70',22.0,113.36666666666666, Public,13124 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/ZGSD
831,0,FJ,NFNB,Bureta Airport,S17.42.70',E178.45.37',-17.7,178.75, Public,,,,,,,,,No,https://www.getmetar.com/NFNB
832,1,FJ,NFCI,Cicia Airport,S17.44.62',W179.20.52',-17.733333333333334,-179.33333333333337, Public,,,,,,,,,No,https://www.getmetar.com/NFCI
833,2,FJ,NFNG,Gau Airport,S18.6.93',E179.20.38',-18.1,179.33333333333337, Public,,,,,,,,,No,https://www.getmetar.com/NFNG
834,3,FJ,NFKD,Kadavu Airport,S19.3.48',E178.9.43',-19.05,178.15, Public,,,,,,,,,No,https://www.getmetar.com/NFKD
835,4,FJ,NFKB,Kaibu Island Airport,S17.15.27',W179.29.32',-17.25,-179.48333333333332,Private,,,,,,,,,No,https://www.getmetar.com/NFKB
836,5,FJ,NFNO,Koro Airport,S17.20.75',E179.25.32',-17.333333333333332,179.41666666666663, Public,,,,,,,,,No,https://www.getmetar.com/NFNO
837,6,FJ,NFNL,Labasa Airport,S16.28.12',E179.20.38',-16.466666666666665,179.33333333333337, Public,3521 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/NFNL
838,7,FJ,NFNK,Lakeba Airport,S18.12.00',W178.48.97',-18.2,-178.8, Public,,,,,,,,,No,https://www.getmetar.com/NFNK
839,8,FJ,NFNH,Laucala Airport,S16.44.80',W179.40.00',-16.733333333333334,-179.66666666666663,Private,3743 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/NFNH
840,9,FJ,NFFO,Malolo Lailai Airport,S17.46.68',E177.11.80',-17.766666666666666,177.18333333333337,Private,,,,,,,,,No,https://www.getmetar.com/NFFO
841,10,FJ,NFNM,Matei Airport,S16.41.43',W179.52.65',-16.683333333333334,-179.86666666666667, Public,3281 x 200feet,Hard,,,,,,,No,https://www.getmetar.com/NFNM
842,11,FJ,NFMO,Moala Airport,S18.34.03',E179.57.07',-18.566666666666666,179.95, Public,,,,,,,,,No,https://www.getmetar.com/NFMO
843,12,FJ,NFFN,Nadi International Airport,S17.45.38',E177.26.62',-17.75,177.43333333333337, Public,10500 x 148feet,Hard,6998 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/NFFN
844,13,FJ,NFND,Nanuku Airport,S18.15.32',E178.2.96',-18.25,178.03333333333333,Private,,,,,,,,,No,https://www.getmetar.com/NFND
